shn,Tshiat_Gu,n,Han_Ji,Ji_Gi_Kai_Sik,note1,note2,Tshiat_Gu2,unknown
301,杜奚,43,𢔭,久待,䱱重複,厗原作P𠂆辛,杜奚,
301,杜奚,44,謕,轉語又他兮切,䱱重複,厗原作P𠂆辛,杜奚,
301,杜奚,45,𡰄,㝿行皃,䱱重複,厗原作P𠂆辛,杜奚,
301,杜奚,46,厗,磄厗石也,䱱重複,厗原作P𠂆辛,杜奚,
301,杜奚,47,𪂿,𪂿鴂鳥春三月鳴也,䱱重複,厗原作P𠂆辛,杜奚,
301,杜奚,48,鶙,鶙鵳鳥,䱱重複,厗原作P𠂆辛,杜奚,
301,杜奚,49,𡰖,又音低,䱱重複,厗原作P𠂆辛,杜奚,
301,杜奚,50,蝭,蝭蟧又音帝,䱱重複,厗原作P𠂆辛,杜奚,
301,杜奚,51,𨪉,器也,䱱重複,厗原作P𠂆辛,杜奚,
301,杜奚,52,鴺,鷩鴺山雞名,䱱重複,厗原作P𠂆辛,杜奚,
301,杜奚,53,㡗,㡗[帷/𢂃],䱱重複,厗原作P𠂆辛,杜奚,
301,杜奚,54,銻,鎕銻火齊,䱱重複,厗原作P𠂆辛,杜奚,
301,杜奚,55,鮷,大鱧,䱱重複,厗原作P𠂆辛,杜奚,
301,杜奚,56,趧,趧鞻四夷樂也,䱱重複,厗原作P𠂆辛,杜奚,
301,杜奚,57,𧋘,螗𧋘小蟬,䱱重複,厗原作P𠂆辛,杜奚,
301,杜奚,58,鮧,鮎也,䱱重複,厗原作P𠂆辛,杜奚,
301,杜奚,59,鯷,上同[䐎/睼],䱱重複,厗原作P𠂆辛,杜奚,
301,杜奚,60,䐎,[䐎/睼]遠視也又坐見,䱱重複,厗原作P𠂆辛,杜奚,
302,邊兮,1,豍,豆名邊兮切十六,,,邊兮,
302,邊兮,2,㡙,車㡙,,,邊兮,
302,邊兮,3,螕,牛蝨,,,邊兮,
302,邊兮,4,㯅,㯅㯕小樹又樹裁也,,,邊兮,
302,邊兮,5,𦱔,𦱔麻,,,邊兮,
302,邊兮,6,蓖,上同,,,邊兮,
302,邊兮,7,𦀘,謬也又芳脂切,,,邊兮,
302,邊兮,8,篦,眉篦,,,邊兮,
302,邊兮,9,梐,門外行馬又防啓切,,,邊兮,
302,邊兮,10,𥏠,𥏠[𥎬/䂑]短皃,,,邊兮,
302,邊兮,11,𨻼,說文曰牢也所以拘罪也,,,邊兮,
302,邊兮,12,狴,上同又狴犴獸也,,,邊兮,
302,邊兮,13,箄,冠飾,,,邊兮,
302,邊兮,14,鎞,鎞釵,,,邊兮,
302,邊兮,15,悂,誤也,,,邊兮,
302,邊兮,16,䚜,横角牛名,,,邊兮,
303,古奚,1,雞,說文曰知時畜也易曰巽爲雞古奚切十,,,古奚,
303,古奚,2,鷄,籀文,,,古奚,
303,古奚,3,稽,考也同也當也留止也又山名亦姓吕氏春秋有秦賢者稽黃,,,古奚,
303,古奚,4,枅,承衡木也,,,古奚,
303,古奚,5,笄,女十有五而笄也,,,古奚,
303,古奚,6,㮷,㮷風扶枃木也,,,古奚,
303,古奚,7,䗗,螢火,,,古奚,
303,古奚,8,卟,字書云問卜也,,,古奚,
303,古奚,9,𥝌,木不長也又音礙,,,古奚,
303,古奚,10,𨪴,堅也,,,古奚,
304,胡雞,1,奚,何也說文曰大腹也又東北夷名亦姓夏車正奚仲又虜複姓後魏書有達奚薄奚[統/紇]奚吐奚等四氏胡雞切十八,,,胡雞,
304,胡雞,2,豯,豕生三月,,,胡雞,
304,胡雞,3,徯,有所望也又胡禮切,,,胡雞,
304,胡雞,4,㜎,女奴,,,胡雞,
304,胡雞,5,蹊,徑路,,,胡雞,
304,胡雞,6,螇,螇螰似蟬,,,胡雞,
304,胡雞,7,榽,榽蘇木名似檀,,,胡雞,
304,胡雞,8,騱,馬前足白又驒騱野馬名驒音壇,,,胡雞,
304,胡雞,9,胿,腣胿,,,胡雞,
304,胡雞,10,𡗞,獸跡亦邑名在洛陽,,,胡雞,
304,胡雞,11,郋,里名,,,胡雞,
304,胡雞,12,𪓷,水蟲,,,胡雞,
304,胡雞,13,傒,東北夷名,,,胡雞,
304,胡雞,14,嵇,山名亦姓出譙郡河南二望,,,胡雞,
304,胡雞,15,兮,語助,,,胡雞,
304,胡雞,16,鼷,䑕名一名甘口鼠食人及鳥獸至盡皆不痛,,,胡雞,
304,胡雞,17,蒵,草名,,,胡雞,
304,胡雞,18,貕,幽州藪澤曰貕養出周禮,,,胡雞,
305,烏奚,1,鷖,鳧屬烏奚切十二,,,烏奚,
305,烏奚,2,翳,蔽也又烏計切,,,烏奚,
305,烏奚,3,𧫦,相[言/然]應辝,,,烏奚,
305,烏奚,4,嫛,人始生曰嫛婗出釋名,,,烏奚,
305,烏奚,5,黳,小黒,,,烏奚,
305,烏奚,6,𦎣,黒羊,,,烏奚,
305,烏奚,7,㙠,塵埃,,,烏奚,
305,烏奚,8,䃜,美石黒色,,,烏奚,
305,烏奚,9,黟,說文黒木也丹陽有黟縣,,,烏奚,
305,烏奚,10,繄,是也辝也又赤黒繒亦戟衣也,,,烏奚,
305,烏奚,11,䚷,誠也又於米切,,,烏奚,
305,烏奚,12,𣕁,𣕁㯕弩楔木也,,,烏奚,
306,五稽,1,倪,莊子云天倪自然之分亦姓後漢有楊州刺史倪諺五稽切十八,,,五稽,
306,五稽,2,蜺,似蟬而小,,,五稽,
306,五稽,3,霓,雌虹又五結五繫二切,,,五稽,
306,五稽,4,郳,郳城在東海,,,五稽,
306,五稽,5,齯,老人齒落復生,,,五稽,
306,五稽,6,婗,嫛婗,,,五稽,
306,五稽,7,輗,車轅端持衡木,,,五稽,
306,五稽,8,棿,上同,,,五稽,
306,五稽,9,猊,狻猊師子屬一走五百里,,,五稽,
306,五稽,10,麑,上同,,,五稽,
306,五稽,11,貎,亦同,,,五稽,
306,五稽,12,鯢,雌鯨,,,五稽,
306,五稽,13,兒,姓也漢御史大夫兒寬千乗人,,,五稽,
306,五稽,14,䘽,衣裗謂之䘽也又妍啓切,,,五稽,
306,五稽,15,𠆵,𠆵㑮佯不知皃,,,五稽,
306,五稽,16,觬,角不正皃又研啓切,,,五稽,
306,五稽,17,𣕁,𣕁㯕弩楔,,,五稽,
306,五稽,18,㪒,[𢾱/㪏]㪒[兒/毀]又五禮切,,,五稽,
307,呼雞,1,醯,酢味也俗作䤈呼雞切六,,,呼雞,
307,呼雞,2,䒊,[䒊/𣢍]痛聲,,,呼雞,
307,呼雞,3,𦫬,黃病色也,,,呼雞,
307,呼雞,4,㡗,𢅰㡗赤紙出埤蒼,,,呼雞,
307,呼雞,5,橀,木名,,,呼雞,
307,呼雞,6,忚,欺慢之皃,,,呼雞,
308,先稽,1,西,秋方說文曰鳥在巢上也日在西方而鳥西故因以爲東西之西篆文作㢴象形亦州名本漢車師國之地至貞觀討平以其地爲西州亦姓又漢複姓十一氏左傳秦[師/帥]西乞術宋大夫西鉏吾西郷錯出丗本又黃帝娶西陵氏爲妃名纍祖史記魏文侯鄴令西門豹周末分爲東西二周武公庶子西周爲氏晉有北海西郭陽何承天以爲西朝名士慕容廆以北平西方虔爲股肱何氏姓苑有西野氏西宫氏王符潛夫論姓氏志曰如有東門西郭南宫北郭皆是因居也先稽切十六,sum15?,,先稽,
308,先稽,2,卤,籀文,sum15?,,先稽,
308,先稽,3,𠧧,[𠧪/𠧧],sum15?,,先稽,
308,先稽,4,棲,鳥棲說文曰或从木[西/妻],sum15?,,先稽,
308,先稽,5,栖,上同,sum15?,,先稽,
308,先稽,6,㽄,瓦破聲,sum15?,,先稽,
308,先稽,7,犀,犀牛似豕角生鼻上又姓秦有犀首,sum15?,,先稽,
308,先稽,8,嘶,馬嘶,sum15?,,先稽,
308,先稽,9,撕,提撕,sum15?,,先稽,
308,先稽,10,㾷,痠㾷疼痛亦作廝,sum15?,,先稽,
308,先稽,11,𤺊,上同,sum15?,,先稽,
308,先稽,12,㯕,椑㯕,sum15?,,先稽,
308,先稽,13,屖,瓠屖說文遟也,sum15?,,先稽,
308,先稽,14,𧬊,悲聲,sum15?,,先稽,
308,先稽,15,粞,碎米,sum15?,,先稽,
308,先稽,16,𠞂,𠞮𠞂,sum15?,,先稽,
309,土雞,1,梯,說文云木階也土雞切九,,,土雞,
309,土雞,2,睇,視也又徒計切,,,土雞,
309,土雞,3,鷈,◫鳥𨁅鷈似鳧而小,,,土雞,
309,土雞,4,𠥸,臥也,,,土雞,
309,土雞,5,䖙,上同,,,土雞,
309,土雞,6,㔸,匾㔸薄也,,,土雞,
309,土雞,7,𨁃,𨁃蹋,,,土雞,
309,土雞,8,謕,轉相誘語,,,土雞,
309,土雞,9,𩤽,[一遍/匾㔸],,,土雞,
310,部迷,1,鼙,騎上鼓釋名曰鼙裨也裨助鼓節也吕氏春秋曰帝嚳令人作鼙鼓之樂也部迷切七,,,部迷,
310,部迷,2,鞞,上同,,,部迷,
310,部迷,3,椑,圎榼漢書云美酒一椑,,,部迷,
310,部迷,4,膍,膍臍說文曰牛百葉也一曰鳥膍胵也亦作肶又音毗,,,部迷,
310,部迷,5,崥,崥崹,,,部迷,
310,部迷,6,㼰,瓦器,,,部迷,
310,部迷,7,笓,取蝦竹器,,,部迷,
311,匹迷,1,磇,磇霜石藥出道書匹迷切七,,,匹迷,
311,匹迷,2,𨻼,牢也所以拘罪人也,,,匹迷,
311,匹迷,3,𠜱,𠜱斫,,,匹迷,
311,匹迷,4,𪄆,𪄆鵊鳥名,,,匹迷,
311,匹迷,5,錍,錍斧又方支切,,,匹迷,
311,匹迷,6,批,擊也推也轉也示也,,,匹迷,
311,匹迷,7,鈚,鈚箭,,,匹迷,
312,祖稽,1,齎,持也付也遺也裝也送也[相/祖]稽切十五,虀原作⿱艹齏,,祖稽,
312,祖稽,2,賷,俗,虀原作⿱艹齏,,祖稽,
312,祖稽,3,𩐒,[𩐋/䪡]薑蒜爲之,虀原作⿱艹齏,,祖稽,
312,祖稽,4,齏,上同,虀原作⿱艹齏,,祖稽,
312,祖稽,5,𧅱,𧆌菜俗,虀原作⿱艹齏,,祖稽,
312,祖稽,6,𨥳,利也又徂兮切,虀原作⿱艹齏,,祖稽,
312,祖稽,7,櫅,櫅榆堪作車轂爾雅云白棗也,虀原作⿱艹齏,,祖稽,
312,祖稽,8,䂑,𥏠䂑,虀原作⿱艹齏,,祖稽,
312,祖稽,9,擠,排擠,虀原作⿱艹齏,,祖稽,
312,祖稽,10,齌,炊餔疾也又才細切,虀原作⿱艹齏,,祖稽,
312,祖稽,11,躋,登也𦫵也又音霽,虀原作⿱艹齏,,祖稽,
312,祖稽,12,隮,上同,虀原作⿱艹齏,,祖稽,
312,祖稽,13,麡,又音齊音豺義見齊字中,虀原作⿱艹齏,,祖稽,
312,祖稽,14,𢥎,𢥎疑人方言云吳人云之,虀原作⿱艹齏,,祖稽,
312,祖稽,15,啙,弱也又[兹/此]比切,虀原作⿱艹齏,,祖稽,
313,莫兮,1,迷,惑也莫兮切六,,,莫兮,
313,莫兮,2,𡝠,齊人呼母,,,莫兮,
313,莫兮,3,䤍,醭䤍醬上白也,,,莫兮,
313,莫兮,4,麛,鹿子,,,莫兮,
313,莫兮,5,𧠠,病人視皃,,,莫兮,
313,莫兮,6,𪓬,𪓬𪓹似龜堪啖多膏,,,莫兮,
314,奴低,1,泥,水和土也說文云水出[-/北地]郁郅北蠻中詩䟽云泥中衛之小邑又姓出姓苑奴低切又奴計切四,,,奴低,
314,奴低,2,埿,塗也俗,,,奴低,
314,奴低,3,屔,受水丘也爾雅曰水潦所止爲屔丘郭璞云頂上汚下者亦作泥,,,奴低,
314,奴低,4,臡,雜骨醬也,,,奴低,
315,苦奚,1,谿,爾雅曰水注川曰谿苦奚切八嵠溪,,,苦奚,
315,苦奚,2,嵠,[上同],,,苦奚,
315,苦奚,3,溪,[上同],,,苦奚,
315,苦奚,4,磎,並上同,,,苦奚,
315,苦奚,5,鸂,鸂[鷘/鷘]水鳥,,,苦奚,
315,苦奚,6,檕,爾雅云[枕/朹]檕梅子如小柰也,,,苦奚,
315,苦奚,7,螇,土螽似蝗,,,苦奚,
315,苦奚,8,𤳤,小畚,,,苦奚,
316,古攜,1,圭,圭璧說文曰瑞玉也上圜下方公執桓圭九寸侯執信圭伯執躬圭皆七寸子執穀璧男執蒲璧皆五寸周禮以靑圭禮東方又孟子曰六十四黍爲一王十圭爲一合古攜切十五,,,古攜,
316,古攜,2,珪,古文,,,古攜,
316,古攜,3,邽,下邽縣在馮翊上邽縣在隴西,,,古攜,
316,古攜,4,閨,閨閤,,,古攜,
316,古攜,5,袿,釋名曰婦人上服曰袿廣雅曰袿長襦也,,,古攜,
316,古攜,6,窐,甑下孔楚詞云珪璋雜於甑窐又音攜亦作𤮰,,,古攜,
316,古攜,7,鮭,魚名又音奎,,,古攜,
316,古攜,8,𪊧,鹿屬,,,古攜,
316,古攜,9,洼,姓也漢有大鴻臚洼丹又音哇,,,古攜,
316,古攜,10,𨾴,𨾴谷名,,,古攜,
316,古攜,11,𡌲,𡌲𧯠裂也,,,古攜,
316,古攜,12,胿,腣胿,,,古攜,
316,古攜,13,𦓯,田器,,,古攜,
316,古攜,14,㰪,邪也又紆佳切,,,古攜,
316,古攜,15,茥,缺盆草也又音睽,,,古攜,
317,苦圭,1,睽,異也乖也外也說文云目少睛苦圭切十五,,,苦圭,
317,苦圭,2,奎,星名,,,苦圭,
317,苦圭,3,湀,泉水通川又古比切,,,苦圭,
317,苦圭,4,刲,割剌又作𠝥,,,苦圭,
317,苦圭,5,𠝥,上同,,,苦圭,
317,苦圭,6,茥,缺盆草,,,苦圭,
317,苦圭,7,䯓,肩骨,,,苦圭,
317,苦圭,8,聧,說文云耳不相聽方言云聾之甚者秦晉之閒謂之聧,,,苦圭,
317,苦圭,9,鮭,漢複姓漢有博士鮭陽鴻,,,苦圭,
317,苦圭,10,䖯,蠆也,,,苦圭,
317,苦圭,11,蝰,蛹也,,,苦圭,
317,苦圭,12,㨒,中鉤,,,苦圭,
317,苦圭,13,楏,橿也,,,苦圭,
317,苦圭,14,藈,𤫱𤬏亦作𤬉,,,苦圭,
317,苦圭,15,𡐠,說文曰盾握也,,,苦圭,
318,戸圭,1,攜,提也離也又姓出何氏姓苑戸圭切二十[四/三],24,,戸圭,
318,戸圭,2,携,俗,24,,戸圭,
318,戸圭,3,蠵,大龜,24,,戸圭,
318,戸圭,4,鑴,大[鐘/鑊],24,,戸圭,
318,戸圭,5,窐,甑下孔,24,,戸圭,
318,戸圭,6,𩰳,上同,24,,戸圭,
318,戸圭,7,畦,菜畦,24,,戸圭,
318,戸圭,8,驨,似馬一角,24,,戸圭,
318,戸圭,9,雟,上同，又▼子𪈥鳥出蜀中▲,24,,戸圭,
318,戸圭,10,酅,地名在東[-/安]平,24,,戸圭,
318,戸圭,11,𢥘,離心也,24,,戸圭,
318,戸圭,12,𦋅,姓也梁四公子𦋅闖之後,24,,戸圭,
318,戸圭,13,𣫴,姓也梁四公子𦋅闖之後,24,,戸圭,
318,戸圭,14,𡸔,姓出纂文,24,,戸圭,
318,戸圭,15,纗,說文曰維綱中繩也,24,,戸圭,
318,戸圭,16,讗,說文曰自是也,24,,戸圭,
318,戸圭,17,㔒,廣雅云挑剜刲㔒[削/剈],24,,戸圭,
318,戸圭,18,䙵,姓出說文,24,,戸圭,
318,戸圭,19,黊,說文云鮮明黃也,24,,戸圭,
318,戸圭,20,𡰢,𡰖𡰢也,24,,戸圭,
318,戸圭,21,眭,目深惡視,24,,戸圭,
318,戸圭,22,觿,角錐童子所佩又儇規切,24,,戸圭,
318,戸圭,23,䀘,䀘能視也,24,,戸圭,
319,人兮,1,臡,有骨醢也人兮切又音泥一,,,人兮,
320,成臡,1,栘,棠栘木也成臡切又余[氏/一]以支二切,,,成臡,
321,烏攜,1,烓,說文曰行竈也爾雅曰煁烓郭璞云今之三隅竈烏攜切三,,,烏攜,
321,烏攜,2,𧟼,上同,,,烏攜,
321,烏攜,3,𤮰,甑下孔,,,烏攜,
322,呼攜,1,睳,目瞢呼攜切一,,,呼攜,
323,古膎,1,佳,善也大也好也古膎切二,,,古膎,
323,古膎,2,街,道也說文云街四通道也風俗通云街攜也離也四出之路攜離而别也,,,古膎,
324,戸佳,1,㥟,心不平又恨也戸佳切八,,,戸佳,
324,戸佳,2,鮭,魚名出吳志,,,戸佳,
324,戸佳,3,膎,脯也肉食肴也,,,戸佳,
324,戸佳,4,鞵,屩也,,,戸佳,
324,戸佳,5,鞋,上同,,,戸佳,
324,戸佳,6,㨙,挾物,,,戸佳,
324,戸佳,7,䙎,袖也,,,戸佳,
324,戸佳,8,榽,榽[棱/橀],,,戸佳,
325,薄佳,1,牌,牌牓也薄佳切七,,,薄佳,
325,薄佳,2,䱝,魚名廣雅云黒鯉謂之䱝,,,薄佳,
325,薄佳,3,𥱼,大桴曰𥱼,,,薄佳,
325,薄佳,4,郫,縣名在蜀又音皮,,,薄佳,
325,薄佳,5,蠯,江東呼蚌長而狹者爲蠯,,,薄佳,
325,薄佳,6,棑,棑筏又音敗,,,薄佳,
325,薄佳,7,犤,牛也,,,薄佳,
326,古娃,1,媧,女媧伏羲之妹古蛙切七,,,古娃,
326,古娃,2,緺,靑緺綬也,,,古娃,
326,古娃,3,𧬭,𧬭惰,,,古娃,
326,古娃,4,腡,手理也,,,古娃,
326,古娃,5,蝸,蝸牛小螺,,,古娃,
326,古娃,6,騧,馬淺黃色,,,古娃,
326,古娃,7,歄,歄𣢉,,,古娃,
327,烏媧,1,蛙,蝦蟆屬烏媧切二,,,烏媧,
327,烏媧,2,鼃,上同又戸媧切,,,烏媧,
328,苦緺,1,咼,口戾也苦緺切六,,,苦緺,
328,苦緺,2,喎,上同,,,苦緺,
328,苦緺,3,絓,惡絲,,,苦緺,
328,苦緺,4,䓙,䓙[雜/離]斜絶,,,苦緺,
328,苦緺,5,𦹬,𦹬斜,,,苦緺,
328,苦緺,6,䦱,斜開門國語云䦱門而與之言又王詭切,,,苦緺,
329,士佳,1,柴,薪也又姓髙柴之後士佳切八,,,士佳,
329,士佳,2,祡,祭天燔柴,,,士佳,
329,士佳,3,𪗶,𪗶𪘲齒不正也,,,士佳,
329,士佳,4,茈,茈葫藥[-/名],,,士佳,
329,士佳,5,㧘,積也詩云助我舉㧘,,,士佳,
329,士佳,6,㾹,瘦也,,,士佳,
329,士佳,7,𨌅,連車也一曰[郤/卻]車抵堂也,,,士佳,
329,士佳,8,査,査郎又[七/士]瑕切,,,士佳,
330,楚佳,1,釵,婦人岐笄也楚佳切九,,𩑐左爲叉,楚佳,
330,楚佳,2,靫,鞴靫盛箭室鞴音步,,𩑐左爲叉,楚佳,
330,楚佳,3,𩑐,頷𩑐頥傍,,𩑐左爲叉,楚佳,
330,楚佳,4,叉,兩枝也說文曰手指相錯也,,𩑐左爲叉,楚佳,
330,楚佳,5,芆,鬼芆草名,,𩑐左爲叉,楚佳,
330,楚佳,6,䐤,䐤腵脯腊,,𩑐左爲叉,楚佳,
330,楚佳,7,㼮,㼮㼽屑瓦洗器,,𩑐左爲叉,楚佳,
330,楚佳,8,差,差殊又不齊,,𩑐左爲叉,楚佳,
330,楚佳,9,𠞊,小矛又㔆𠞊也,,𩑐左爲叉,楚佳,
331,火媧,1,竵,物不正火媧切四,,,火媧,
331,火媧,2,𦶎,舛雜之皃,,,火媧,
331,火媧,3,𡁑,口偏,,,火媧,
331,火媧,4,𩝨,𩝨消食,,,火媧,
332,妳佳,1,䍲,羺䍲胡羊妳佳切三,,,妳佳,
332,妳佳,2,掜,掜搦皃,,,妳佳,
332,妳佳,3,誽,言不正也,,,妳佳,
333,五佳,1,崖,髙崖也五佳切七,,,五佳,
333,五佳,2,涯,水際,,,五佳,
333,五佳,3,啀,犬鬬,,,五佳,
333,五佳,4,𪘲,𪗶𪘲,,,五佳,
333,五佳,5,猚,說文云鳥名又水名在睢陽,,,五佳,
333,五佳,6,厓,山邊,,,五佳,
333,五佳,7,𩂢,雨聲,,,五佳,
334,於佳,1,娃,美女皃於佳切五,,,於佳,
334,於佳,2,洼,水名,,,於佳,
334,於佳,3,哇,[滛/淫]聲,,,於佳,
334,於佳,4,㰪,邪皃又音圭,,,於佳,
334,於佳,5,𠴺,[𠴺/唲]𠴺嘔小兒言也,,,於佳,
335,山佳,1,崽,呼彼之稱山佳切又山皆切三,,,山佳,
335,山佳,2,籭,竹[名/器],,,山佳,
335,山佳,3,諰,語失也又思耳切,,,山佳,
336,火佳,1,㗨,𥬇皃火佳切二,,,火佳,
336,火佳,2,㰨,㰰㰨氣逆病㰰昏狹切,,,火佳,
337,丑佳,1,扠,以拳加人亦作搋丑佳切一,,,丑佳,
338,莫佳,1,䁲,視皃莫佳切二,,,莫佳,
338,莫佳,2,𩍃,𩍃鞵履也,,,莫佳,
339,戸媧,1,鼃,蛙屬戸媧切一,,,戸媧,
340,古諧,1,皆,說文作皆俱詞也古諧切十九,,,古諧,
340,古諧,2,偕,俱也,,,古諧,
340,古諧,3,䕸,麻稈,,,古諧,
340,古諧,4,稭,上同又古八切,,,古諧,
340,古諧,5,喈,鳥聲,,,古諧,
340,古諧,6,階,階級也說文曰階陛釋名曰階梯也如梯之[-/有]等差也,,,古諧,
340,古諧,7,𦝨,瘦也,,,古諧,
340,古諧,8,薢,薢茩藥名決明子是也又音懈,,,古諧,
340,古諧,9,荄,草根,,,古諧,
340,古諧,10,痎,瘧疾二日一發,,,古諧,
340,古諧,11,堦,堦砌,,,古諧,
340,古諧,12,楷,說文云木名孔子冢蓋樹也廣志云孔子冢上特多楷樹,,,古諧,
340,古諧,13,鶛,爾雅云鷯鶉其雄鶛,,,古諧,
340,古諧,14,湝,水流皃又戸皆切,,,古諧,
340,古諧,15,街,又音佳,,,古諧,
340,古諧,16,𤭧,牡瓦,,,古諧,
340,古諧,17,𩘅,疾風,,,古諧,
340,古諧,18,蝔,蟲名淮南子曰蝔知雨至蝔蟲大如筆管長三寸代謂之猥[犳/彴]知天雨則於草木下藏其身又音諧,,,古諧,
340,古諧,19,鍇,䥫也,,,古諧,
341,乙諧,1,𢰇,推也亦背負皃乙諧切一,,,乙諧,
342,戸皆,1,諧,和也合也調也偶也戸皆切九,,,戸皆,
342,戸皆,2,𩤠,馬性和也,,,戸皆,
342,戸皆,3,骸,骸骨,,,戸皆,
342,戸皆,4,瑎,黒石,,,戸皆,
342,戸皆,5,湝,風雨不止,,,戸皆,
342,戸皆,6,龤,說文曰樂和龤也,,,戸皆,
342,戸皆,7,蝔,又音皆,,,戸皆,
342,戸皆,8,鞋,履也又音膎,,,戸皆,
342,戸皆,9,䓳,䓳菔草,,,戸皆,
343,步皆,1,排,推排釋名曰彭排軍器也彭帝也在旁排敵御攻也步皆切六,,,步皆,
343,步皆,2,俳,俳優,,,步皆,
343,步皆,3,輫,車箱,,,步皆,
343,步皆,4,牌,又薄佳切,,,步皆,
343,步皆,5,猈,短頭狗也,,,步皆,
343,步皆,6,𩑢,曲頥皃,,,步皆,
344,古懷,1,乖,睽也離也戾也背也古懷切四,,,古懷,
344,古懷,2,𦮃,上同,,,古懷,
344,古懷,3,𠦬,說文曰背呂也𦟝字從此,,,古懷,
344,古懷,4,㾩,惡瘡,,,古懷,
345,戸乖,1,懷,抱也和也來也思也亦州名春秋時野王邑漢爲河內郡武德初於[相/桐]崖城置懷州又姓吳志顧雍傳有尚書郎懷叙戸乖切十二,,,戸乖,
345,戸乖,2,褱,俠也苞也歸也,,,戸乖,
345,戸乖,3,櫰,爾雅云槐大葉而黒曰櫰,,,戸乖,
345,戸乖,4,槐,木名又音回,,,戸乖,
345,戸乖,5,㜳,和也,,,戸乖,
345,戸乖,6,𪊉,戎狄鹽,,,戸乖,
345,戸乖,7,㠢,崴㠢不平皃,,,戸乖,
345,戸乖,8,𤜄,似牛四角人目,,,戸乖,
345,戸乖,9,淮,水名出桐栢又姓也,,,戸乖,
345,戸乖,10,褢,說文藏也,,,戸乖,
345,戸乖,11,𧞷,上同,,,戸乖,
345,戸乖,12,瀤,北方水名,,,戸乖,
346,苦淮,1,匯,澤名苦淮切又胡罪切三,,,苦淮,
346,苦淮,2,㨤,揩摩,,,苦淮,
346,苦淮,3,㔞,劥㔞人有力也,,,苦淮,
347,士皆,1,豺,狼屬禮記云仲秋之月豺[-/乃]祭獸士皆切四,,,士皆,
347,士皆,2,儕,等也輩也類也,,,士皆,
347,士皆,3,麡,又音齊音隮義見齊字中,,,士皆,
347,士皆,4,𡺵,山名在平林,,,士皆,
348,楚皆,1,差,𥳑也楚皆切又楚宜楚牙楚懈三切二,,,楚皆,
348,楚皆,2,䞗,起去也,,,楚皆,
349,呼懷,1,虺,虺尵，馬病。呼懷切，又灰、毁二音。一,,,呼懷,
350,柱懷,1,尵,杜懷切二,,,柱懷,
350,柱懷,2,𩓬,頭胅也出聲類,,,柱懷,
351,莫皆,1,埋,瘞也藏也莫皆切四,,,莫皆,
351,莫皆,2,薶,上同,,,莫皆,
351,莫皆,3,霾,爾雅曰風而雨土爲霾釋名曰霾晦也如物塵晦之色也,,,莫皆,
351,莫皆,4,㦟,慧也,,,莫皆,
352,側皆,1,齋,齋潔也亦莊也敬也經典通用齊也側皆切一,,,側皆,
353,乙皆,1,崴,崴㠢乙[皆/乖]切四,,,乙皆,
353,乙皆,2,碨,碨䃁不平也䃁音鴉,,,乙皆,
353,乙皆,3,䴜,鹽也亦作𪊉,,,乙皆,
353,乙皆,4,溾,溾涹穢濁,,,乙皆,
354,卓皆,1,𪘨,齧也卓皆切二,,,卓皆,
354,卓皆,2,榸,枯木根出聲類,,,卓皆,
355,賴諧,1,唻,唱歌聲賴諧切一,1？,,賴諧,
356,口皆,1,揩,揩摨摩拭口皆切四,,,口皆,
356,口皆,2,𦂄,木絲,,,口皆,
356,口皆,3,𢔡,俳𢔡行惡,,,口皆,
356,口皆,4,𥻄,米之别名,,,口皆,
357,諾皆,1,摨,[諧/諾]皆切一,,,諾皆,
358,山皆,1,崽,方言云江湘閒凡言是子謂之崽自髙而侮人也山皆切又山佳切二,,,山皆,
358,山皆,2,𥳧,𥳧籮古以玉爲柱故字從玉今俗作簁,,,山皆,
359,擬皆,1,𩂢,雨聲擬皆切二,,,擬皆,
359,擬皆,2,娾,醜女皃,,,擬皆,
360,丑皆,1,搋,以拳加物丑皆切一,,,丑皆,
361,喜皆,1,𢓬,訟也喜皆切一,,,喜皆,
362,力懷,1,䐯,䐯膗形皃惡力懷切一,,,力懷,
363,仕懷,1,膗,仕懷切二,,,仕懷,
363,仕懷,2,𢶀,𢶀倒損出方言,,,仕懷,
364,呼恢,1,灰,≆說文曰死火也淮南子云女媧積蘆灰而止淫水呼恢切六,鼽從尢,,呼恢,
364,呼恢,2,䖶,豕掘地也,鼽從尢,,呼恢,
364,呼恢,3,鼽,上同,鼽從尢,,呼恢,
364,呼恢,4,豗,相豗擊,鼽從尢,,呼恢,
364,呼恢,5,㾯,馬病,鼽從尢,,呼恢,
364,呼恢,6,虺,虺尵,鼽從尢,,呼恢,
365,苦回,1,恢,大也苦回切八,,,苦回,
365,苦回,2,詼,詼調,,,苦回,
365,苦回,3,悝,病也憂也一曰悲也亦大也又音里,,,苦回,
365,苦回,4,魁,魁[師/帥]一曰北斗星,,,苦回,
365,苦回,5,𥲖,[𥲖/䈛]箭竹,,,苦回,
365,苦回,6,㷇,多也,,,苦回,
365,苦回,7,顝,大頭,,,苦回,
365,苦回,8,盔,盔器盂盛者也,,,苦回,
366,烏恢,1,隈,水曲也烏恢切十一,,,烏恢,
366,烏恢,2,煨,煻煨火,,,烏恢,
366,烏恢,3,䋿,五色絲飾,,,烏恢,
366,烏恢,4,渨,渨没,,,烏恢,
366,烏恢,5,椳,户樞,,,烏恢,
