漢字號,小韻號,漢字,字義解釋
7128,810,緗,淺黃
7129,810,纕,馬腹帶國語云懷挾纓纕
7130,810,忀,忀徉
7131,810,驤,馬騰躍又速也低昂也馳駕也
7132,810,鑲,兵器又女羊切
7133,810,瓖,馬帶飾東京賦曰鉤膺玉瓖
7134,810,欀,欀木皮中有如白米屑擣之可爲麵
7135,810,箱,箱籠
7136,810,葙,青葙子也
7137,811,將,送也行也大也助也辝也又姓後趙錄有常山太守將容即良切又子諒切六
7138,811,漿,漿水
7139,811,鱂,鰪鱂魚名鰪烏盍切
7140,811,蔣,菰蔣草又音獎
7141,811,螿,寒螿蟬屬
7142,811,𢪇,說文云扶也字林又作摪
7143,812,創,說文曰傷也禮曰頭有創則沐今作瘡初良切又初亮切三
7144,812,瘡,說文曰傷也禮曰頭有創則沐今作瘡初良切又初亮切三
7145,812,𠛂,俗
7146,813,亡,無也滅也逃也說文正作亾武方切十二一
7147,813,芒,草端也
7148,813,莣,爾雅曰莣杜榮郭璞云今莣草似茅可以爲繩索履屩
7149,813,鋩,刃端
7150,813,硭,硭硝
7151,813,杗,屋梁又莫郎切
7152,813,朚,惡也又莫郎切
7153,813,邙,縣名在沛郡又洛北山名又音忙
7154,813,𨛌,郡名也又鄉名
7155,813,望,看望又音妄
7156,813,朢,弦朢又音妄
7157,814,孃,母稱女良切四
7158,814,娘,少女之号
7159,814,瓤,瓜實也又音穰
7160,814,鑲,兵器
7161,815,牀,簀也易曰遜于牀下士莊切三
7162,815,床,俗
7163,815,疒,病也又女戹切
7164,816,莊,嚴也又莊田爾雅曰六達謂之莊亦姓莊周著書也側羊切五
7165,816,㽵,俗
7166,816,妝,女字又飾也
7167,816,裝,裝束又側亮切
7168,816,䊋,粉飾也
7169,817,常,倍尋曰常又官名漢書曰奉常秦官掌宗廟禮儀景帝六年更名太常也釋名曰九旂之名日月爲常謂畫日月於其端天子所建言常明也亦姓出河內漢有常惠市羊切十
7170,817,尚,尚書官名又時仗切
7171,817,裳,上曰衣下曰裳
7172,817,甞,試也曾也說文本作嘗口味之也又姓風俗通云齊孟甞君之後
7173,817,嘗,試也曾也說文本作嘗口味之也又姓風俗通云齊孟甞君之後
7174,817,鋿,車鋿輪鐵
7175,817,𩼝,魚名
7176,817,償,報也還也當也復也又音尚
7177,817,𪄹,䳯𪄹鳥名
7178,817,徜,徜徉猶徘徊也
7179,818,霜,凝露也又姓色莊切七
7180,818,鸘,鷫鸘
7181,818,鷞,鷫鸘
7182,818,孀,寡婦
7183,818,驦,驌驦良馬
7184,818,騻,驌驦良馬
7185,818,蠰,爾雅云齧桑蝎也又傷餉二音
7186,819,牆,垣牆爾雅云牆謂之墉說文曰牆垣蔽也在良切十
7187,819,廧,垣牆爾雅云牆謂之墉說文曰牆垣蔽也在良切十
7188,819,墻,俗
7189,819,佯,弱也
7190,819,嬙,嬪嬙婦人官名
7191,819,檣,船檣
7192,819,薔,薔薇又東薔子十月熟可食出河西子虛賦云東薔彫胡
7193,819,蘠,薔薇又東薔子十月熟可食出河西子虛賦云東薔彫胡
7194,819,戕,殺也又他國臣來殺君也
7195,819,𤞛,妄強犬也又徂朗切
7196,820,鏘,鏗鏘七羊切十二
7197,820,瑲,玉聲
7198,820,槍,矟也通俗文云剡葦傷盜謂之槍說文曰歫也
7199,820,蹌,說文曰動也詩曰巧趨蹌兮
7200,820,蹡,行皃
7201,820,𨄚,行皃
7202,820,斨,斧斨說文云方銎斧也
7203,820,牄,說文云鳥獸來食聲
7204,820,嶈,山高皃
7205,820,𨶆,門聲和也
7206,820,𥏻,傷也又式羊切
7207,820,搶,拒也突也
7208,821,匡,輔助也正也又姓風俗通云匡魯邑也句須爲之宰其後氏焉漢有匡衡去王切十三
7209,821,邼,邑名說文曰河東聞喜鄉也
7210,821,筐,筐籠
7211,821,䖱,海中大蝦
7212,821,框,棺門
7213,821,恇,怯也
7214,821,劻,劻勷
7215,821,𩬹,𩬹鬤
7216,821,洭,水名出桂陽含洭縣
7217,821,軭,車戾
7218,821,眶,目眶
7219,821,䒰,草名
7220,821,𩢼,耳曲
7221,822,王,大也君也字林云三者天地人一貫三爲王天下所法又姓出太原琅邪周靈王太子晉之後北海陳留齊王田和之後東海出自姫姓高平京兆魏信陵君之後天水東平新蔡新野山陽中山章武東萊河東者殷王子比千爲紂所害子孫以王者之後号曰王氏金城廣漢長沙堂邑河南共二十一望又漢複姓五氏左傳晉有樂王鮒小王桃甲賈執英賢傳云東莞有五王氏史記云出齊威王至建王五王之後風俗通云漢有中郎威王弼出自楚威王後漢有新豐令王史音雨方切又雨誑切四
7222,822,蚟,虴孫蟲名又蜻蛚即今促織也
7223,822,𩵭,𩵭鮹魚名
7224,822,彺,急行
7225,823,央,中央一曰久也於良切九
7226,823,鴦,鴛鴦匹鳥又烏郎切
7227,823,殃,禍也咎也罰也敗也
7228,823,䄃,禍也咎也罰也敗也
7229,823,鉠,鈴聲又音英
7230,823,秧,蒔秧又於丈切
7231,823,霙,霙霙白雲皃又音英
7232,823,胦,脖胦
7233,823,泱,水流皃又烏朗切
7234,824,強,健也暴也說文曰蚚也又姓後漢有強華奉赤伏符巨良切四
7235,824,彊,與強通用說文曰弓有力也
7236,824,䲔,鯨魚別名又其京切
7237,824,勥,迫也
7238,825,𦳝,草名褚羊切三
7239,825,倀,失道皃又狂也
7240,825,鼚,鼓聲
7241,826,芳,芬芳亦州地多芳草故以名之置在常芳縣又姓風俗通云漢幽州刺史芳乘敷方切三
7242,826,妨,妨害
7243,826,淓,水名
7244,827,狂,病也韓子曰心不能審得失之地則謂之狂也巨王切五
7245,827,軖,紡車也
7246,827,軭,說文曰車戾也又去王切
7247,827,鵟,鴟屬
7248,827,㞷,草木妄生狂匡往皆從此
7249,828,唐,說文曰大言也又州春秋時楚地戰國時屬晉後入於韓秦屬南陽郡後魏爲淮州隋爲顯州貞觀改爲唐州因唐城山爲名即高鳳隱所亦姓唐堯之後子孫氏焉出晉昌北海魯國三望徒郎切四十
7250,828,啺,
7251,828,𥏬,並古文
7252,828,煻,煻煨火
7253,828,糖,飴也
7254,828,糛,飴也
7255,828,堂,堂除亦屋白虎通曰夭子之堂高九尺天子尊故極陽之數九尺也堂之爲言明也所以明禮義也禮記曰天子之堂九尺諸侯七尺大夫五尺士三尺又姓風俗通云堂楚邑大夫五尚爲之宰其後氏焉
7256,828,坣,古文
7257,828,𪕹,䶈𪕹鼠一月三易腸
7258,828,棠,棠棃又桬棠木生崐崘山黃色赤實味如李食之使人不溺亦姓左傳齊大夫棠無咎又漢複姓吳王闔閭弟夫溉奔楚爲棠谿氏
7259,828,搪,搪揬
7260,828,蓎,蓎蒙女蘿案爾雅作唐蒙不從艹
7261,828,瑭,玉名
7262,828,餹,餹䬾黍膏䬾杜兮切
7263,828,篖,筕篖竹笪
7264,828,螗,蜩螗
7265,828,𤚫,𤚫牛
7266,828,𤛋,𤚫牛
7267,828,螳,螳蜋禮記仲夏月螳蜋生
7268,828,塘,陂塘
7269,828,碭,芒碭山名又音宕
7270,828,鶶,鶶鷵鳥名似烏蒼白色
7271,828,𩹶,魚名
7272,828,踼,碭跌頓伏皃又吐郎切
7273,828,闛,說文曰闛闛盛皃又他郎切
7274,828,赯,赯赤色
7275,828,磄,磄厗石也
7276,828,溏,池也
7277,828,䣘,地名
7278,828,傏,傏𠊲不遜
7279,828,隚,殿基
7280,828,䧜,隄䧜
7281,828,𨶈,高門也
7282,828,鎕,鎕銻火齊
7283,828,䉎,罩也
7284,828,𨍴,𨍴䡙軘軨
7285,828,橖,車橖
7286,828,榶,榶棣木名案爾雅曰唐棣栘不從木
7287,828,㲥,㲥毦罽也
7288,828,㼺,瓷器
7289,829,郎,官名又魯邑又姓出中山魏郡二望魯當切三十
7290,829,蓈,說文曰禾粟之穗生而不成者謂之蕫蓈
7291,829,稂,草名似莠說文同上
7292,829,桹,桄桹木名
7293,829,廊,廡也文穎曰廊殿下外屋也
7294,829,榔,檳榔
7295,829,鋃,鋃鐺鎖頭一曰鍾聲
7296,829,硠,硠磕石聲
7297,829,𪁜,𪁜鷎鳥名
7298,829,浪,滄浪水名又盧宕切
7299,829,䯖,䯑䯖股肉䯑苦光切
7300,829,蜋,螳蜋
7301,829,𩷕,魚脂
7302,829,琅,琅玕玉名爾雅曰西北之美者有崐崘璆琳琅玕焉又琅邪郡名今沂州也又姓齊有大夫琅過
7303,829,瑯,琅邪郡名俗作瑯瑘
7304,829,㝗,㝩㝗宮室空皃
7305,829,狼,犲狼說文曰犲似犬銳頭而白頰高前廣後帝王世紀曰有神牽白狼銜鉤入殷朝又姓左傳晉有大夫狼瞫
7306,829,欴,欴㰠貪皃
7307,829,𦵧,𦵧毒藥名
7308,829,踉,踉䠙行皃
7309,829,莨,草名
7310,829,㟍,峻㟍山名冬日所入
7311,829,䡙,𨍴䡙軘軨
7312,829,艆,海中大船
7313,829,駺,馬尾白
7314,829,躴,躴躿身長皃
7315,829,筤,車籃一名𥫵𥫵音替
7316,829,𥍫,短矛
7317,829,閬,高門又盧宕切
7318,829,哴,哴吭吹皃
7319,830,當,敵也直也主也值也亦州本羌地周置同昌郡隋改爲嘉城鎮貞觀中改爲當州蓋取燒當羌以名之又姓也都郎切十一
7320,830,鐺,鋃鐺
7321,830,簹,篔簹竹名
7322,830,襠,兩襠衣
7323,830,璫,耳珠
7324,830,𨎴,車𨎴
7325,830,檔,木名出文字音義
7326,830,儅,止也又丁宕切
7327,830,𦡁,耳𦡁耳下
7328,830,㼕,㼕瓤瓜中
7329,830,蟷,蟷蠰螗蜋別名亦作𧒾
7330,831,倉,倉庾也亦官名齊職儀曰大倉令周司徒屬官有廩人倉人則其職也釋名曰倉藏也藏穀物也漢書曰耿壽昌奏設常平倉又姓黃帝史官倉頡之後七岡切七
7331,831,蒼,蒼色也又姓漢江夏太守蒼英
7332,831,鶬,鶬鶊鳥名
7333,831,𩀞,𩀞鴰說文同上
7334,831,滄,滄浪亦州後魏所置蓋取滄海爲名
7335,831,凔,寒皃
7336,831,𠥐,古器也出說文
7337,832,岡,爾雅曰山脊岡古郎切十六
7338,832,崗,又作堽並俗
7339,832,剛,強也
7340,832,㓻,俗
7341,832,掆,舉也
7342,832,笐,說文曰竹列也又爾雅曰仲無笐竹類也
7343,832,鋼,鋼鐵
7344,832,綱,綱紀說文曰維紘繩也
7345,832,亢,星名一曰亢父縣說文人頸也
7346,832,犅,特牛
7347,832,堈,甕也
7348,832,𤭛,甕也
7349,832,牨,水牛
7350,832,苀,爾雅釋草曰苀東蠡又音杭
7351,832,魧,魚名爾雅云大貝本杭沆二音
7352,832,迒,獸跡又音杭
7353,833,桑,木名史記曰齊魯千畝桑麻其人與千戶侯等又姓秦大夫子桑之後漢有御史大夫桑弘羊息郎切六
7354,833,桒,俗
7355,833,𠸶,亡也死𠸶也又姓楚大夫𠸶左又息浪切
7356,833,喪,亡也死𠸶也又姓楚大夫𠸶左又息浪切
7357,833,𦅇,淺黃
7358,833,𩦌,馬色
7359,834,康,和也樂也又姓衛康叔之後亦西胡姓苦岡切十四
7360,834,穅,穀皮
7361,834,糠,俗
7362,834,㱂,穀不升謂之㱂
7363,834,㝩,㝩㝗
7364,834,槺,槺梁虛梁也見文選長門賦
7365,834,𨻷,爾雅云虛也本亦作漮
7366,834,䗧,眏𧉅蜻蛉
7367,834,𥉽,䀹𥉽目皃
7368,834,邟,邟城在陽翟
7369,834,漮,說文云水虛也
7370,834,𤮊,瓦也
7371,834,㼹,瓦也
7372,834,躿,躿躴身長
7373,835,荒,荒蕪又姓呼光切十四
7374,835,𥡃,果蓏不熟又說文曰虛無食也
7375,835,肓,心上鬲下
7376,835,衁,血也
7377,835,𩣐,馬奔
7378,835,鄺,人姓何氏姓苑云今廬江人
7379,835,𥿼,絲曼延也
7380,835,㠵,幭也
7381,835,𧧢,夢言
7382,835,䀮,目不明又狼䀮南夷國名人能夜市金
7383,835,𣆖,旱熱
7384,835,㡆,蒙掩
7385,835,巟,說文曰水廣也
7386,835,𣺬,說文曰水廣也
7387,836,黃,中央色也亦官名有乘黃令晉官主乘輿金根車也又州名古邾國地秦屬南郡漢西陵縣也隋爲黃州取古黃城爲名亦姓出江夏陸終之後受封於黃後爲楚所滅因以爲氏漢末有黃霸胡光切三十三二
7388,836,皇,君也美也天也說文作皇大也又姓左傳鄭大夫皇頡
7389,836,璜,說文曰半璧也周禮以玄璜禮北方
7390,836,惶,懼也恐也遽也
7391,836,遑,急也
7392,836,潢,說文云積水池也
7393,836,堭,堂堭合殿
7394,836,煌,火狀
7395,836,餭,餦餭餳也
7396,836,騜,馬黃白色
7397,836,艎,艅艎吳王舟名
7398,836,簧,笙簧
7399,836,隍,城池也有水曰池無水曰隍
7400,836,癀,病也
7401,836,𨝴,古國名
7402,836,湟,水名出金城
7403,836,徨,彷徨
7404,836,篁,竹名
7405,836,鱑,魚名
7406,836,蝗,蟲蝗爲災
7407,836,凰,鳳凰本作皇詩傳云雄曰鳳雌曰皇
7408,836,偟,偟暇
7409,836,媓,女媓堯妻
7410,836,獚,犬名
7411,836,蟥,蛂蟥蛢甲蟲也
7412,836,韹,韹樂鐘聲也又音橫
7413,836,𨜔,古縣名
7414,836,䍿,羽舞名
7415,836,䅣,䅭䅣穄名
7416,836,𤯷,榮也
7417,836,葟,榮也
7418,836,趪,趪趪武皃又張設皃
7419,837,光,明也亦州名漢西陽縣地屬江夏郡梁置光州因浮光山爲名又姓田光之後秦末子孫避地以光爲氏晉有樂安光逸古黃切十四
7420,837,灮,明也亦州名漢西陽縣地屬江夏郡梁置光州因浮光山爲名又姓田光之後秦末子孫避地以光爲氏晉有樂安光逸古黃切十四
7421,837,洸,水名又烏光切
7422,837,桄,桄桹木名
7423,837,胱,膀胱水府
7424,837,垙,垙陌
7425,837,𨎩,車下橫木
7426,837,輄,車下橫木
7427,837,橫,長安門名又戶觥切
7428,837,𩧉,決𩧉馬旋毛在脊也
7429,837,恍,武也
7430,837,茪,𦯊茪草名
7431,837,僙,僙僙武皃
7432,837,侊,盛皃
7433,838,湯,熱水又姓宋有沙門湯休有文集吐郎切十一
7434,838,簜,水名在鄴今簜陰縣單作湯
7435,838,鏜,以鐵貫物說文曰鼓鐘聲也
7436,838,闛,盛皃又音唐
7437,838,𧼮,𧼮走皃
7438,838,踼,踼跌又杜郎切
7439,838,盪,盪突又徒朗切
7440,838,蝪,蛈蝪蟲名
7441,838,鼞,鼓聲
7442,838,薚,蓫薚馬尾
7443,838,𦳝,蓫薚馬尾
7444,839,滂,滂沱普郎切七
7445,839,鎊,鎊削
7446,839,霶,霶霈大雨
7447,839,雱,雨雪盛皃詩曰雨雪其雱
7448,839,䨦,雨雪盛皃詩曰雨雪其雱
7449,839,磅,石聲
7450,839,𣂆,量溢也
7451,840,汪,水深廣又姓汪芒氏之胤姓苑云新安人也烏光切五
7452,840,尢,曲脛俗作尢
7453,840,尪,尪弱說文同上
7454,840,洸,水名又音光
7455,840,𪁘,雉鳴
7456,841,鴦,鴛鴦匹鳥烏郎切又一良切七
7457,841,佒,體不申也
7458,841,咉,噟聲
7459,841,𧲱,貉屬
7460,841,㹧,貉屬
7461,841,眏,眏𥉽目皃
7462,841,姎,女人自稱又烏朗切
7463,842,炕,煑胘呼郎切又苦朗切四
7464,842,㰠,欴㰠
7465,842,䐠,狼䐠南夷國名
7466,842,忼,咉忼很戾
7467,843,航,船也胡郎切十八
7468,843,筕,筕篖
7469,843,桁,械也
7470,843,行,伍也列也又戶庚戶浪戶孟三切
7471,843,迒,獸迹又古郎切
7472,843,𨁈,獸迹又古郎切
7473,843,頏,頡頏詩傳云飛而上曰頡飛而下曰頏說文音剛與亢同
7474,843,𦐄,飛高下也
7475,843,魧,魚名又大貝
7476,843,胻,脛也
7477,843,邟,餘邟縣名在吳興又音伉
7478,843,杭,州名古於潛餘邟皆別名今餘杭於潛縣並在杭州
7479,843,沆,渡也又胡朗切
7480,843,蚢,爾雅蚢蕭繭郭璞曰食蕭葉者皆蠶類
7481,843,肮,肮犬大脈也
7482,843,苀,東蠡草名
7483,843,抗,舉也又苦浪切
7484,843,吭,鳥喉又下浪切
7485,844,茫,滄茫莫郎切十四
7486,844,吂,不知也
7487,844,䀮,目不明也
7488,844,汒,谷名在京兆
7489,844,恾,怖也
7490,844,忙,怖也
7491,844,朚,遽也
7492,844,邙,北邙山名又武方切
7493,844,芒,草端亦姓史記有魏相芒卯又音亡
7494,844,𥐞,𥐞碭山名史記本只作芒
7495,844,杗,大梁又武方切
7496,844,蘉,勉也
7497,844,𡩩,寐語
7498,844,𨛌,鄉名在藍田
7499,845,臧,善也厚也又姓出東莞本自魯孝公子臧僖伯之後則郎切六
7500,845,匨,古文
7501,845,牂,牝羊
7502,845,戕,戕牁亦作牂
7503,845,贓,納賄曰贓
7504,845,样,槌也出廣雅
7505,846,囊,袋也說文曰囊橐也又姓楚莊王子子囊之後以王父字爲氏奴當切二
7506,846,蠰,蟷蠰即螗蜋也
7507,847,傍,亦作旁側也說文曰近也又羌姓步光切十三
7508,847,彷,彷徨
7509,847,膀,膀胱
7510,847,髈,膀胱
7511,847,䠙,踉䠙急行
7512,847,趽,腳脛曲皃
7513,847,房,阿房宮名
7514,847,旁,爾雅曰上達謂之歧旁謂歧道旁出也說文曰溥也
7515,847,篣,竹箕又薄庚切
7516,847,𨜷,亭名在汝南
7517,847,螃,螃蟹本只名蟹俗加螃字
7518,847,䅭,䅭䅣穄名
7519,847,騯,馬盛皃又甫盲簿庚二切
7520,848,卬,高也我也又姓漢有御史大夫卬祗五剛切又魚兩切七
7521,848,䭹,千里駒說文又五浪切䭹䭹馬怒皃
7522,848,枊,繫馬柱也劉備縛督郵者又五浪切
7523,848,昂,舉也
7524,848,䒢,昌蒲別名又魚兩切
7525,848,㭿,飛㭿斜桷
7526,848,䩕,履頭
7527,849,藏,隱也匿也昨郎切又徂浪切一
7528,850,䯑,䯑䯖苦光切一
7529,851,幫,衣治鞋履出文字集略博旁切五
7530,851,縍,衣治鞋履出文字集略博旁切五
7531,851,㨍,捍也衛也
7532,851,𨢐,加杯上酒
7533,851,鞤,鞋革皮也
7534,852,庚,更也償也爾雅云太歲在庚曰上章又姓唐有太常博士庚季良又漢複姓莊子有庚桑楚古行切十二
7535,852,鶊,鶬鶊
7536,852,更,代也償也改也又古孟切
7537,852,䢚,兔徑
7538,852,秔,秔稻
7539,852,稉,秔稻
7540,852,粳,俗
7541,852,賡,續也經也償也
7542,852,羹,羹𦞦爾雅曰肉謂之羹
7543,852,𩱧,古文
7544,852,埂,秦人謂坑也
7545,852,浭,水名出北平
7546,853,阬,爾雅曰虛也郭璞云阬壍也客庚切六
7547,853,坑,爾雅曰虛也郭璞云阬壍也客庚切六
7548,853,硎,亦同
7549,853,𥉸,𥉸𥌯視不分明
7550,853,砊,砊硠石聲
7551,853,劥,劥㔞有力
7552,854,盲,目無童子武庚切八
7553,854,蝱,蟲也
7554,854,鄳,縣名在江夏
7555,854,𥋝,𥋝盯直視
7556,854,莔,貝母草
7557,854,𨞚,古縣名在義陽
7558,854,䥰,䥰銷
7559,854,𥭮,竹名
7560,855,橫,縱橫也又姓風俗通云韓王子成號橫陽君其後爲氏戶盲切十六
7561,855,黌,學也
7562,855,蝗,蟲又音皇
7563,855,鐄,大鐘
7564,855,瑝,玉聲說文音皇
7565,855,喤,泣聲
7566,855,鍠,和也樂也又鐘聲說文音皇
7567,855,䬝,䬝䫻暴風
7568,855,㶇,方舟也一曰荊州人呼渡津舫爲㶇或作𦪗
7569,855,䄓,䄘䄓祭名
7570,855,𧝒,𧝒褡小被
7571,855,𤮏,瓦也
7572,855,𪏓,織也
7573,855,𢘌,憕𢘌
7574,855,韹,聲也
7575,855,彋,弸彋帷帳起皃
7576,856,閍,宮中門也一曰巷門甫盲切六
7577,856,祊,廟門傍祭
7578,856,𥛱,廟門傍祭
7579,856,騯,騯騯馬行又音傍音彭
7580,856,嗙,喝聲
7581,856,㔙,大也
7582,857,諻,語聲虎橫切五
7583,857,䎕,䎕然飛聲
7584,857,謍,謍謍小聲
7585,857,嚝,鼓鐘聲
7586,857,喤,喤呷也又音橫
7587,858,觵,兕角爲酒器受七升罰失禮者古橫切六
7588,858,觥,兕角爲酒器受七升罰失禮者古橫切六
7589,858,侊,小皃春秋國語曰侊飯不及壼湌
7590,858,𩃙,吳主孫休二子名
7591,858,䍔,網滿
7592,858,𣘯,網滿
7593,859,彭,行也道也盛也說文曰鼓聲也又姓大彭之後左傳楚有令尹彭仲爽漢有大司空彭宣薄庚切十七
7594,859,澎,地名又擊水勢又撫庚切
7595,859,膨,膨脝脹皃
7596,859,蟚,蟚螖似蟹而小
7597,859,䰃,䰃鬤亂髮皃鬤乃庚切
7598,859,棚,棧也閣也
7599,859,榜,說文曰所以輔弓弩也又甫孟切
7600,859,䄘,䄘䄓祭名
7601,859,搒,笞打說文又北孟切掩也
7602,859,蒡,菜一名隱荵似蘇可爲葅
7603,859,篣,籠又音旁
7604,859,𩡕,𩡕馞大香
7605,859,騯,馬行盛皃
7606,859,憉,憉惇自強
7607,859,𣂆,量溢
7608,859,輣,兵車又樓車也
7609,859,𨍩,兵車又樓車也
7610,860,脝,膨脝脹也許庚切三
7611,860,悙,憉悙自強
7612,860,亨,通也或作亯又匹庚許兩二切
7613,861,瞠,直視皃丑庚切五
7614,861,橕,撥也又橕柱也
7615,861,樘,上同說文曰衺柱也
7616,861,䟓,字書跉䟓行遟皃
7617,861,竀,正視
7618,862,鎗,鼎類楚庚切四
7619,862,鐺,俗本音當
7620,862,槍,欃槍祅星
7621,862,琤,玉聲
7622,863,傖,楚人別種也助庚切五
7623,863,䚘,角長皃
7624,863,𩫿,𩫿鬡亂髮皃
7625,863,鬇,𩫿鬡亂髮皃
7626,863,崢,崢嶸山皃
7627,864,霙,雨雪雜也於驚切十
7628,864,鉠,鈴聲
7629,864,韺,五韺高陽氏樂亦作英
7630,864,渶,水名出青丘山
7631,864,鶧,繼鶧鳥名
7632,864,英,華也榮而不實曰英也又英俊亦姓漢有英布
7633,864,瑛,玉光
7634,864,㿮,青皃
7635,864,媖,女人美稱
7636,864,楧,楧梅今之雀梅
7637,865,磅,小石落聲撫庚切四
7638,865,恲,滿也
7639,865,亨,煑也俗作烹又許庚許兩二切
7640,865,澎,澎滜水皃又音彭
7641,866,平,正也和也易也亦州名古山戎孤竹白狄肥子二國之地秦爲遼西郡隨爲北平郡武德初爲平州有盧龍塞又姓齊相晏平仲之後漢有丞相平當又漢複姓何氏姓苑云有平陵乎寧二氏符兵切八
