識別號,字,小韻切語,拼音,字義,上字表識別號,聲母,清濁,聲母拼音碼,小韻識別號,小韻字序,韻母,韻母拼音碼,調,四聲八調,拼音調號,備註
7868,菁,子盈,zing1,蕪菁菜也,21,精,全清,z,910,3,清開,ing,平,清平,1,
7869,鶄,子盈,zing1,鵁鶄鳥也,21,精,全清,z,910,4,清開,ing,平,清平,1,
7870,蜻,子盈,zing1,蜻𧊿蟋䗿也,21,精,全清,z,910,5,清開,ing,平,清平,1,
7871,晶,子盈,zing1,光也,21,精,全清,z,910,6,清開,ing,平,清平,1,
7872,鼱,子盈,zing1,鼱鼩小鼠,21,精,全清,z,910,7,清開,ing,平,清平,1,
7873,婧,子盈,zing1,竦立也又慈性切,21,精,全清,z,910,8,清開,ing,平,清平,1,
7874,睛,子盈,zing1,目珠子也,21,精,全清,z,910,9,清開,ing,平,清平,1,
7875,𣻒,子盈,zing1,水名在南郡,21,精,全清,z,910,10,清開,ing,平,清平,1,
7876,旌,子盈,zing1,旌旗周禮曰析羽爲旌爾雅[注云/曰注]旄首曰旌,21,精,全清,z,910,11,清開,ing,平,清平,1,
7877,旍,子盈,zing1,上同見禮,21,精,全清,z,910,12,清開,ing,平,清平,1,
7878,箐,子盈,zing1,笭箐小籠,21,精,全清,z,910,13,清開,ing,平,清平,1,
7879,𩓨,子盈,zing1,䫢𩓨頭[-/不正]也,21,精,全清,z,910,14,清開,ing,平,清平,1,
7880,聙,子盈,zing1,聦聽也,21,精,全清,z,910,15,清開,ing,平,清平,1,
7881,盈,以成,ing5,充也滿也又姓出姓苑以成功十二,39,喻,次濁,Ø,911,1,清開,ing,平,濁平,5,
7882,嬴,以成,ing5,秦姓,39,喻,次濁,Ø,911,2,清開,ing,平,濁平,5,
7883,㜲,以成,ing5,美好皃,39,喻,次濁,Ø,911,3,清開,ing,平,濁平,5,
7884,瀛,以成,ing5,大海亦州名漢河閒王國後魏於此立瀛州蓋以瀛海爲名,39,喻,次濁,Ø,911,4,清開,ing,平,濁平,5,
7885,籝,以成,ing5,籠也≆說文笭也漢書曰遺子黃金滿籝不如敎子一經亦作[嬴/籝],39,喻,次濁,Ø,911,5,清開,ing,平,濁平,5,
7886,楹,以成,ing5,柱也孔子曰夢奠於兩楹,39,喻,次濁,Ø,911,6,清開,ing,平,濁平,5,
7887,贏,以成,ing5,利也益也有餘也財長也,39,喻,次濁,Ø,911,7,清開,ing,平,濁平,5,
7888,𤟣,以成,ing5,似狐色黃,39,喻,次濁,Ø,911,8,清開,ing,平,濁平,5,
7889,䕦,以成,ing5,菊花一名帝女花,39,喻,次濁,Ø,911,9,清開,ing,平,濁平,5,
7890,𨜏,以成,ing5,姓也出姓苑,39,喻,次濁,Ø,911,10,清開,ing,平,濁平,5,
7891,𦝚,以成,ing5,魯大夫名,39,喻,次濁,Ø,911,11,清開,ing,平,濁平,5,
7892,攍,以成,ing5,擔也,39,喻,次濁,Ø,911,12,清開,ing,平,濁平,5,
7893,營,余傾,ing5,造也度也≆說文曰市居也亦州名舜分靑州爲營州爾雅曰齊曰營州今靑州也又姓風俗通云周成王卿士營伯之後漢有京兆尹營郃余傾切六,39,喻,次濁,Ø,912,1,清合,ing,平,濁平,5,
7894,鎣,余傾,ing5,采鐵又音瑩,39,喻,次濁,Ø,912,2,清合,ing,平,濁平,5,
7895,塋,余傾,ing5,墓域,39,喻,次濁,Ø,912,3,清合,ing,平,濁平,5,
7896,䁝,余傾,ing5,惑也又戸扃切,39,喻,次濁,Ø,912,4,清合,ing,平,濁平,5,
7897,濴,余傾,ing5,波勢回皃,39,喻,次濁,Ø,912,5,清合,ing,平,濁平,5,
7898,謍,余傾,ing5,≆說文曰小聲也引詩云謍謍靑蠅,39,喻,次濁,Ø,912,6,清合,ing,平,濁平,5,
7899,嬰,於盈,ing1,蒼頡篇云女曰嬰男曰兒又姓風俗通云晉大夫季嬰之後於盈切七,35,影,全清,Ø,913,1,清開,ing,平,清平,1,
7900,瓔,於盈,ing1,瓔珞,35,影,全清,Ø,913,2,清開,ing,平,清平,1,
7901,纓,於盈,ing1,冠纓禮記玉藻曰玄冠朱組纓,35,影,全清,Ø,913,3,清開,ing,平,清平,1,
7902,攖,於盈,ing1,亂也,35,影,全清,Ø,913,4,清開,ing,平,清平,1,
7903,𨟙,於盈,ing1,地名又一井切,35,影,全清,Ø,913,5,清開,ing,平,清平,1,
7904,賏,於盈,ing1,貝飾,35,影,全清,Ø,913,6,清開,ing,平,清平,1,
7905,蘡,於盈,ing1,蘡薁藤也,35,影,全清,Ø,913,7,清開,ing,平,清平,1,
7906,貞,陟盈,ting1,正也陟盈切六,9,知,全清,t,914,1,清開,ing,平,清平,1,
7907,楨,陟盈,ting1,楨榦題曰楨旁曰榦又女楨冬不凋木也,9,知,全清,t,914,2,清開,ing,平,清平,1,
7908,禎,陟盈,ting1,善也祥也,9,知,全清,t,914,3,清開,ing,平,清平,1,
7909,𨜓,陟盈,ting1,地名又直貞切,9,知,全清,t,914,4,清開,ing,平,清平,1,
7910,湞,陟盈,ting1,湞陽縣名湞水所出,9,知,全清,t,914,5,清開,ing,平,清平,1,
7911,𨺟,陟盈,ting1,丘名,9,知,全清,t,914,6,清開,ing,平,清平,1,
7912,檉,丑貞,thing1,木名≆說文云河柳也丑貞切八,10,徹,次清,th,915,1,清開,ing,平,清平,1,
7913,偵,丑貞,thing1,偵候又丑鄭切,10,徹,次清,th,915,2,清開,ing,平,清平,1,
7914,赬,丑貞,thing1,赤色俗作頳,10,徹,次清,th,915,3,清開,ing,平,清平,1,
7915,䞓,丑貞,thing1,上同,10,徹,次清,th,915,4,清開,ing,平,清平,1,
7916,䟓,丑貞,thing1,跉䟓行不正,10,徹,次清,th,915,5,清開,ing,平,清平,1,
7917,竀,丑貞,thing1,正視,10,徹,次清,th,915,6,清開,ing,平,清平,1,
7918,蟶,丑貞,thing1,蚌屬,10,徹,次清,th,915,7,清開,ing,平,清平,1,
7919,虰,丑貞,thing1,螘也,10,徹,次清,th,915,8,清開,ing,平,清平,1,
7920,成,是征,sing5,畢也就也平也善也亦州名古西戎地州南八十里有仇池山晉改爲仇池郡後爲南秦州梁廢帝改爲成州又姓出上谷東郡二望本自周文王子成伯之後又漢複姓十五氏莊子有務成子廣成子顏成子游伯成子髙韓子有容成子列子有考成子國語晉郤犫食采苦成後因以爲氏丗本曰宋有大夫老成方盆成括仕於齊晉有英成僖子漢有廣漢太守古成雲古音枯髙祖功臣有陽成延後漢有密縣上成公白曰𦫵天晉戊己校尉燉煌車成將古成氏之後史記有形成氏是征切十,34,禪,全濁,s,916,1,清開,ing,平,濁平,5,
7921,𢦩,是征,sing5,古文,34,禪,全濁,s,916,2,清開,ing,平,濁平,5,
7922,城,是征,sing5,城郭崔豹古今注云城者盛也所以盛受民物也又淮南子曰鮌作城亦姓風俗通云氏於事者城郭園池是也,34,禪,全濁,s,916,3,清開,ing,平,濁平,5,
7923,誠,是征,sing5,審也敬也信也,34,禪,全濁,s,916,4,清開,ing,平,濁平,5,
7924,宬,是征,sing5,屋容[-/所]受也,34,禪,全濁,s,916,5,清開,ing,平,濁平,5,
7925,郕,是征,sing5,地名也在東平,34,禪,全濁,s,916,6,清開,ing,平,濁平,5,
7926,筬,是征,sing5,筬筐織具,34,禪,全濁,s,916,7,清開,ing,平,濁平,5,
7927,盛,是征,sing5,盛受也黍稷在器也又時正切,34,禪,全濁,s,916,8,清開,ing,平,濁平,5,
7928,珹,是征,sing5,珠類,34,禪,全濁,s,916,9,清開,ing,平,濁平,5,
7929,䫆,是征,sing5,頸也,34,禪,全濁,s,916,10,清開,ing,平,濁平,5,
7930,呈,直貞,ting5,示也平也見也直貞切七,11,澄,全濁,t,917,1,清開,ing,平,濁平,5,
7931,程,直貞,ting5,期也式也限也品也又姓出廣平安定二望本自顓頊重黎之後周宣王時程伯休父入爲大司馬封于程後遂爲氏與司馬氏同,11,澄,全濁,t,917,2,清開,ing,平,濁平,5,
7932,酲,直貞,ting5,酒病,11,澄,全濁,t,917,3,清開,ing,平,濁平,5,
7933,𨜓,直貞,ting5,地名又音貞,11,澄,全濁,t,917,4,清開,ing,平,濁平,5,
7934,珵,直貞,ting5,玉名,11,澄,全濁,t,917,5,清開,ing,平,濁平,5,
7935,䇸,直貞,ting5,筵也,11,澄,全濁,t,917,6,清開,ing,平,濁平,5,
7936,裎,直貞,ting5,佩帶又恥領切,11,澄,全濁,t,917,7,清開,ing,平,濁平,5,
7937,聲,書盈,sing1,聲音又姓左傳蔡大夫聲子書盈切一,33,審,全清,s,918,1,清開,ing,平,清平,1,
7938,征,諸盈,zing1,行也諸盈切十三,30,照,全清,z,919,1,清開,ing,平,清平,1,
7939,延,諸盈,zing1,上同,30,照,全清,z,919,2,清開,ing,平,清平,1,
7940,鯖,諸盈,zing1,煑魚煎食曰五侯鯖又倉經切,30,照,全清,z,919,3,清開,ing,平,清平,1,
7941,𨢹,諸盈,zing1,[同上],30,照,全清,z,919,4,清開,ing,平,清平,1,
7942,𦙫,諸盈,zing1,並上同,30,照,全清,z,919,5,清開,ing,平,清平,1,
7943,鉦,諸盈,zing1,鐃也似鈴,30,照,全清,z,919,6,清開,ing,平,清平,1,
7944,怔,諸盈,zing1,怔忪懼皃,30,照,全清,z,919,7,清開,ing,平,清平,1,
7945,正,諸盈,zing1,正朔本音政,30,照,全清,z,919,8,清開,ing,平,清平,1,
7946,鴊,諸盈,zing1,方言云齊魯閒謂題肩爲鴊鳥,30,照,全清,z,919,9,清開,ing,平,清平,1,
7947,䋊,諸盈,zing1,乗輿馬飾,30,照,全清,z,919,10,清開,ing,平,清平,1,
7948,眐,諸盈,zing1,獨視皃,30,照,全清,z,919,11,清開,ing,平,清平,1,
7949,𧘿,諸盈,zing1,𧘿衳小兒衣出字林,30,照,全清,z,919,12,清開,ing,平,清平,1,
7950,佂,諸盈,zing1,佂伀遽行皃,30,照,全清,z,919,13,清開,ing,平,清平,1,
7951,輕,去盈,khing1,輕重去盈切三,2,溪,次清,kh,920,1,清開,ing,平,清平,1,
7952,𨆪,去盈,khing1,一足跳行,2,溪,次清,kh,920,2,清開,ing,平,清平,1,
7953,鑋,去盈,khing1,≆說文曰金聲也,2,溪,次清,kh,920,3,清開,ing,平,清平,1,
7954,名,武并,bing5,名字春秋≆說題[-/辭]曰名成也大也功也号也≆說文曰自命也从夕口夕者冥不相見故以口自名也又姓左傳楚大夫彭名之後武并切二,20,微,次濁,b,921,1,清開,ing,平,濁平,5,
7955,洺,武并,bing5,水名在易陽亦州名春秋時爲赤狄之地後屬晉秦爲邯鄲郡周於此置名州以洺水爲名,20,微,次濁,b,921,2,清開,ing,平,濁平,5,
7956,跉,呂貞,#N/A,跉䟓吕貞切二,40,來,次濁,l,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,
7957,令,呂貞,#N/A,使也又吕鄭郎丁二切,40,來,次濁,l,#N/A,2,#N/A,#N/A,#N/A,#N/A,#N/A,
7958,并,府盈,hing1,合也亦州名舜分兾州爲幽州并州春秋時爲晉國後屬趙秦爲太原郡魏復置并州又姓出姓苑府盈切四,17,非,全清,h,923,1,清開,ing,平,清平,1,
7959,栟,府盈,hing1,栟櫚木名,17,非,全清,h,923,2,清開,ing,平,清平,1,
7960,箳,府盈,hing1,箳[篁/篂]車轓,17,非,全清,h,923,3,清開,ing,平,清平,1,
7961,屏,府盈,hing1,屏盈徬徨又餅萍二音,17,非,全清,h,923,4,清開,ing,平,清平,1,
7962,傾,去營,khing1,側也伏也敧也去營切二,2,溪,次清,kh,924,1,清合,ing,平,清平,1,
7963,頃,去營,khing1,西頃地名岀地理志≆說文曰頭不正也又去潁切,2,溪,次清,kh,924,2,清合,ing,平,清平,1,
7964,𩛿,徐盈,sing5,飴也徐盈切一,25,邪,全濁,s,925,1,清開,ing,平,濁平,5,
7965,縈,於營,ing1,繞也於營切五,35,影,全清,Ø,926,1,清合,ing,平,清平,1,
7966,褮,於營,ing1,≆說文云〾鬼衣也,35,影,全清,Ø,926,2,清合,ing,平,清平,1,
7967,嫈,於營,ing1,小心態又烏莖切,35,影,全清,Ø,926,3,清合,ing,平,清平,1,
7968,䪯,於營,ing1,聲也,35,影,全清,Ø,926,4,清合,ing,平,清平,1,
7969,𢄋,於營,ing1,覆也,35,影,全清,Ø,926,5,清合,ing,平,清平,1,
7970,瓊,渠營,khing5,玉名渠營切十七,3,群,全濁,kh,927,1,清合,ing,平,濁平,5,
7971,璚,渠營,khing5,上同,3,群,全濁,kh,927,2,清合,ing,平,濁平,5,
7972,煢,渠營,khing5,獨也一曰迴飛也,3,群,全濁,kh,927,3,清合,ing,平,濁平,5,
7973,焭,渠營,khing5,上同,3,群,全濁,kh,927,4,清合,ing,平,濁平,5,
7974,睘,渠營,khing5,[睘/瞏]驚視,3,群,全濁,kh,927,5,清合,ing,平,濁平,5,
7975,惸,渠營,khing5,無弟兄也,3,群,全濁,kh,927,6,清合,ing,平,濁平,5,
7976,𢶇,渠營,khing5,博𢶇子一名投子,3,群,全濁,kh,927,7,清合,ing,平,濁平,5,
7977,藑,渠營,khing5,藑茅草也,3,群,全濁,kh,927,8,清合,ing,平,濁平,5,
7978,嬛,渠營,khing5,好也,3,群,全濁,kh,927,9,清合,ing,平,濁平,5,
7979,𡞦,渠營,khing5,[◫女⊟句子/𡞦]上同,3,群,全濁,kh,927,10,清合,ing,平,濁平,5,
7980,赹,渠營,khing5,獨行皃,3,群,全濁,kh,927,11,清合,ing,平,濁平,5,
7981,憌,渠營,khing5,憂也,3,群,全濁,kh,927,12,清合,ing,平,濁平,5,
7982,𢗋,渠營,khing5,上同,3,群,全濁,kh,927,13,清合,ing,平,濁平,5,
7983,𦽓,渠營,khing5,草旋,3,群,全濁,kh,927,14,清合,ing,平,濁平,5,
7984,𦾵,渠營,khing5,上同,3,群,全濁,kh,927,15,清合,ing,平,濁平,5,
7985,𨍶,渠營,khing5,車輮規一曰輪車也,3,群,全濁,kh,927,16,清合,ing,平,濁平,5,
7986,㒌,渠營,khing5,特也,3,群,全濁,kh,927,17,清合,ing,平,濁平,5,
7987,騂,息營,sing1,馬赤色也息營切四,24,心,全清,s,928,1,清合,ing,平,清平,1,
7988,𤙡,息營,sing1,上同,24,心,全清,s,928,2,清合,ing,平,清平,1,
7989,垶,息營,sing1,赤土,24,心,全清,s,928,3,清合,ing,平,清平,1,
7990,觪,息營,sing1,角弓,24,心,全清,s,928,4,清合,ing,平,清平,1,
7991,頸,巨成,khing5,項也，頸在前，項在後。巨成切，又居郢切。四,3,群,全濁,kh,929,1,清開,ing,平,濁平,5,
7992,𩷏,巨成,khing5,魚名,3,群,全濁,kh,929,2,清開,ing,平,濁平,5,
7993,葝,巨成,khing5,鼠尾草又山薤又音擎,3,群,全濁,kh,929,3,清開,ing,平,濁平,5,
7994,𦳲,巨成,khing5,上同,3,群,全濁,kh,929,4,清開,ing,平,濁平,5,
7995,𧵣,火營,hing1,𧵣貨也火營切一,36,曉,次清,h,930,1,清合,ing,平,清平,1,
7996,青,倉經,cing1,東方色也亦州名九州之一禹貢曰海岱惟靑州又男靑女靑皆木名出羅浮山記亦姓出何氏姓苑又漢複姓三氏風俗通云漢有靑烏子善數術又有靑牛氏靑陽氏倉經切五,22,清,次清,c,931,1,青開,ing,平,清平,1,靑 改  青
7997,鶄,倉經,cing1,鶄鶴鳥也出南海又音精,22,清,次清,c,931,2,青開,ing,平,清平,1,
7998,鯖,倉經,cing1,魚名又諸盈切,22,清,次清,c,931,3,青開,ing,平,清平,1,
7999,蜻,倉經,cing1,蜻蜓蟲方言曰蜻蛉謂蝍蛉也六足四翼又音精,22,清,次清,c,931,4,青開,ing,平,清平,1,
8000,靘,倉經,cing1,䒌靘無色,22,清,次清,c,931,5,青開,ing,平,清平,1,
8001,經,古靈,king1,常也絞也徑也亦經緯又姓出何氏姓苑古靈切又音徑四,1,見,全清,k,932,1,青開,ing,平,清平,1,
8002,涇,古靈,king1,水名淮南子云涇水出薄[洛/落]之山,1,見,全清,k,932,2,青開,ing,平,清平,1,
8003,頸,古靈,king1,鸒鵛鷋也,1,見,全清,k,932,3,青開,ing,平,清平,1,
8004,巠,古靈,king1,直波爲巠≆說文曰水脈也,1,見,全清,k,932,4,青開,ing,平,清平,1,
8005,㓝,戸經,hing5,≆說文曰罰辠也今只用下文刑戸經切十七,37,匣,全濁,h,933,1,青開,ing,平,濁平,5,
8006,刑,戸經,hing5,法也禮曰刑者侀也侀者成也一成而不可變故君子盡心焉≆說文剄也,37,匣,全濁,h,933,2,青開,ing,平,濁平,5,
8007,形,戸經,hing5,容也常也,37,匣,全濁,h,933,3,青開,ing,平,濁平,5,
8008,邢,戸經,hing5,地名在鄭亦州名古邢侯國也項羽爲襄國隋爲邢州取國以名之又姓出河閒也本周之𦙍邢侯爲衞所滅後遂爲氏漢有侍中邢辟直道忤時讁爲河閒[鄭/鄚]令因家焉,37,匣,全濁,h,933,4,青開,ing,平,濁平,5,
8009,𤬐,戸經,hing5,小𤓰,37,匣,全濁,h,933,5,青開,ing,平,濁平,5,
8010,䣆,戸經,hing5,郷名在密,37,匣,全濁,h,933,6,青開,ing,平,濁平,5,
8011,桯,戸經,hing5,牀前長几又音㕔,37,匣,全濁,h,933,7,青開,ing,平,濁平,5,
8012,鉶,戸經,hing5,祭器,37,匣,全濁,h,933,8,青開,ing,平,濁平,5,
8013,型,戸經,hing5,鑄鐵模也又作⊟㓝土,37,匣,全濁,h,933,9,青開,ing,平,濁平,5,
8014,陘,戸經,hing5,連山中絕又姓陘晉邑也其大夫氏焉今有井陘縣,37,匣,全濁,h,933,10,青開,ing,平,濁平,5,
8015,侀,戸經,hing5,成也,37,匣,全濁,h,933,11,青開,ing,平,濁平,5,
8016,硎,戸經,hing5,砥石,37,匣,全濁,h,933,12,青開,ing,平,濁平,5,
8017,娙,戸經,hing5,女長皃又五莖切,37,匣,全濁,h,933,13,青開,ing,平,濁平,5,
8018,鈃,戸經,hing5,酒器似鐘而長頸也㼛,37,匣,全濁,h,933,14,青開,ing,平,濁平,5,
8019,㼛,戸經,hing5,[同上],37,匣,全濁,h,933,15,青開,ing,平,濁平,5,
8020,𤭓,戸經,hing5,並上同,37,匣,全濁,h,933,16,青開,ing,平,濁平,5,
8021,鋞,戸經,hing5,≆說文曰温器也圜而直上,37,匣,全濁,h,933,17,青開,ing,平,濁平,5,
8022,庭,特丁,ting5,門庭又直也亦州名即漢車師後王庭之地本烏孫國土也其前王庭即交河縣是也特丁切二十一,7,定,全濁,t,934,1,青開,ing,平,濁平,5,
8023,停,特丁,ting5,息也定也止也,7,定,全濁,t,934,2,青開,ing,平,濁平,5,
8024,鼮,特丁,ting5,鼮鼠豹文漢武帝得此鼠孝廉郎終軍識之賜絹百匹,7,定,全濁,t,934,3,青開,ing,平,濁平,5,
8025,莛,特丁,ting5,草莖,7,定,全濁,t,934,4,青開,ing,平,濁平,5,
8026,葶,特丁,ting5,葶藶,7,定,全濁,t,934,5,青開,ing,平,濁平,5,
8027,筳,特丁,ting5,竹筳,7,定,全濁,t,934,6,青開,ing,平,濁平,5,
8028,亭,特丁,ting5,今亭子名釋名曰亭停也人所停集也漢典職曰洛陽二十街街一亭十二城門門一亭也,7,定,全濁,t,934,7,青開,ing,平,濁平,5,
8029,聤,特丁,ting5,耳出惡水,7,定,全濁,t,934,8,青開,ing,平,濁平,5,
8030,霆,特丁,ting5,雷霆,7,定,全濁,t,934,9,青開,ing,平,濁平,5,
8031,渟,特丁,ting5,水止,7,定,全濁,t,934,10,青開,ing,平,濁平,5,
8032,𩹇,特丁,ting5,魚名,7,定,全濁,t,934,11,青開,ing,平,濁平,5,
8033,綎,特丁,ting5,綬也,7,定,全濁,t,934,12,青開,ing,平,濁平,5,
8034,娗,特丁,ting5,好皃,7,定,全濁,t,934,13,青開,ing,平,濁平,5,
8035,㼗,特丁,ting5,甎也,7,定,全濁,t,934,14,青開,ing,平,濁平,5,
8036,𧖧,特丁,ting5,定息,7,定,全濁,t,934,15,青開,ing,平,濁平,5,
8037,挺,特丁,ting5,縣名在膠東又徒頂切,7,定,全濁,t,934,16,青開,ing,平,濁平,5,
8038,楟,特丁,ting5,山棃木名,7,定,全濁,t,934,17,青開,ing,平,濁平,5,
8039,蜓,特丁,ting5,蜻蜓亦蟪蛄別名,7,定,全濁,t,934,18,青開,ing,平,濁平,5,
8040,廷,特丁,ting5,風俗通云廷者平也又正也國家朝廷也釋名曰廷停也人所停集之處漢書曰廷尉秦官也應劭曰古官也,7,定,全濁,t,934,19,青開,ing,平,濁平,5,
8041,㹶,特丁,ting5,猱㹶猨屬,7,定,全濁,t,934,20,青開,ing,平,濁平,5,
8042,𧓴,特丁,ting5,埤篬云蠶二眠,7,定,全濁,t,934,21,青開,ing,平,濁平,5,
8043,丁,當經,ting1,當也亦辰名爾雅云太歳在下曰強圉又姓本自姜姓齊太公子伋諡丁公因以命族出濟陽濟隂二望當經切八,5,端,全清,t,935,1,青開,ing,平,清平,1,
8044,釘,當經,ting1,又都定切,5,端,全清,t,935,2,青開,ing,平,清平,1,
8045,玎,當經,ting1,玉聲,5,端,全清,t,935,3,青開,ing,平,清平,1,
8046,䦺,當經,ting1,丘名,5,端,全清,t,935,4,青開,ing,平,清平,1,
8047,靪,當經,ting1,補履下也,5,端,全清,t,935,5,青開,ing,平,清平,1,
8048,虰,當經,ting1,爾雅曰虰蛵負勞郭璞云或[-/曰]即蜻蛉也,5,端,全清,t,935,6,青開,ing,平,清平,1,
8049,仃,當經,ting1,伶仃獨也,5,端,全清,t,935,7,青開,ing,平,清平,1,
8050,叮,當經,ting1,叮嚀,5,端,全清,t,935,8,青開,ing,平,清平,1,
8051,馨,呼刑,hing1,香也呼刑切三,36,曉,次清,h,936,1,青開,ing,平,清平,1,
8052,𠷓,呼刑,hing1,≆說文聲也,36,曉,次清,h,936,2,青開,ing,平,清平,1,
8053,蛵,呼刑,hing1,虰蛵,36,曉,次清,h,936,3,青開,ing,平,清平,1,
8054,星,桑經,sing1,星宿≆說文曰萬物之精上爲列星淮南子曰日月之淫氣精者爲星辰也又姓羊氏家傳曰南陽太守羊續娶濟北星重女桑經切十二,24,心,全清,s,937,1,青開,ing,平,清平,1,
8055,曐,桑經,sing1,上同出≆說文,24,心,全清,s,937,2,青開,ing,平,清平,1,
8056,腥,桑經,sing1,豕[臭/息]肉又先定切,24,心,全清,s,937,3,青開,ing,平,清平,1,
8057,胜,桑經,sing1,犬膏臭也,24,心,全清,s,937,4,青開,ing,平,清平,1,
8058,鮏,桑經,sing1,≆說文云魚臭也,24,心,全清,s,937,5,青開,ing,平,清平,1,
8059,鯹,桑經,sing1,上同,24,心,全清,s,937,6,青開,ing,平,清平,1,
8060,𥠀,桑經,sing1,稀程,24,心,全清,s,937,7,青開,ing,平,清平,1,
8061,醒,桑經,sing1,酒醒又思挺先定二切,24,心,全清,s,937,8,青開,ing,平,清平,1,
8062,鉎,桑經,sing1,鐵鉎,24,心,全清,s,937,9,青開,ing,平,清平,1,
8063,篂,桑經,sing1,箳篂別駕車轓,24,心,全清,s,937,10,青開,ing,平,清平,1,
8064,猩,桑經,sing1,≆說文曰猩猩犬吠聲又音生,24,心,全清,s,937,11,青開,ing,平,清平,1,
8065,惺,桑經,sing1,惺憽了慧皃出聲類,24,心,全清,s,937,12,青開,ing,平,清平,1,
8066,竮,普丁,phing1,竛竮行不正亦作伶俜普丁切八,14,滂,次清,ph,938,1,青開,ing,平,清平,1,
8067,俜,普丁,phing1,見上注又匹正切,14,滂,次清,ph,938,2,青開,ing,平,清平,1,
8068,甹,普丁,phing1,甹夆掣曳≆說文曰亟詞也或曰甹俠也三輔謂輕財者爲甹,14,滂,次清,ph,938,3,青開,ing,平,清平,1,
8069,𢖊,普丁,phing1,使也,14,滂,次清,ph,938,4,青開,ing,平,清平,1,
8070,艵,普丁,phing1,縹色,14,滂,次清,ph,938,5,青開,ing,平,清平,1,
8071,頩,普丁,phing1,面色又普冷切,14,滂,次清,ph,938,6,青開,ing,平,清平,1,
8072,姘,普丁,phing1,男女㑹合,14,滂,次清,ph,938,7,青開,ing,平,清平,1,
8073,覮,普丁,phing1,淮南子云覮然能聽,14,滂,次清,ph,938,8,青開,ing,平,清平,1,
8074,靈,郎丁,ling5,神也善也巫也寵也福也亦州名漢北郡富平縣地赫連勃勃之果園也後魏置靈州取靈武縣名爲之又姓風俗通云齊靈公之後或云宋公子靈圍龜之後晉有餓者靈輒郎丁切八十七霛,40,來,次濁,l,939,1,青開,ing,平,濁平,5,
8075,霛,郎丁,ling5,並古文,40,來,次濁,l,939,2,青開,ing,平,濁平,5,
8076,𩄀,郎丁,ling5,廣雅曰玉名≆說文曰巫以玉事神也與靈同,40,來,次濁,l,939,3,青開,ing,平,濁平,5,
8077,𩆜,郎丁,ling5,舟上有䆫,40,來,次濁,l,939,4,青開,ing,平,濁平,5,
8078,舲,郎丁,ling5,舟上有䆫,40,來,次濁,l,939,5,青開,ing,平,濁平,5,
8079,齡,郎丁,ling5,年也,40,來,次濁,l,939,6,青開,ing,平,濁平,5,
8080,麢,郎丁,ling5,大羊,40,來,次濁,l,939,7,青開,ing,平,濁平,5,
8081,𦏰,郎丁,ling5,上同,40,來,次濁,l,939,8,青開,ing,平,濁平,5,
8082,囹,郎丁,ling5,囹圄,40,來,次濁,l,939,9,青開,ing,平,濁平,5,
8083,鴒,郎丁,ling5,䳭鴒,40,來,次濁,l,939,10,青開,ing,平,濁平,5,
8084,䉁,郎丁,ling5,竹名,40,來,次濁,l,939,11,青開,ing,平,濁平,5,
8085,蛉,郎丁,ling5,蜻蛉,40,來,次濁,l,939,12,青開,ing,平,濁平,5,
8086,鈴,郎丁,ling5,似鐘而小,40,來,次濁,l,939,13,青開,ing,平,濁平,5,
8087,霝,郎丁,ling5,落也墮也≆說文曰雨𩂣也从雨𠱠象雨𩂣形或作零,40,來,次濁,l,939,14,青開,ing,平,濁平,5,
8088,醽,郎丁,ling5,渌酒,40,來,次濁,l,939,15,青開,ing,平,濁平,5,
8089,苓,郎丁,ling5,茯苓,40,來,次濁,l,939,16,青開,ing,平,濁平,5,
8090,櫺,郎丁,ling5,䆫櫺又櫺檻階際欄,40,來,次濁,l,939,17,青開,ing,平,濁平,5,
8091,柃,郎丁,ling5,≆說文木也,40,來,次濁,l,939,18,青開,ing,平,濁平,5,
